protocol_number,speaker,text
2,ש' ברובנדר,
2,"ג' גל - היו""ר","העברנו לך נייר כתוב, שמתמצת את עמדתנו. ראשית דבר. עיקר אתם החלופות. התייחסתם רק לחלופה אחת משתי"
2,ש' ברובנדר,"מצד שתאשר חברת אני אומר ככה. קודם כול, ראשית דבר, חשמל לא יכולה לפעול דקה אחת ללא הסדר משפטי של המערכת כולה, החל מהייצור עד אחרון הצרכנים, מערכת המותנית אחת באישור תכניות. את הפעילות היומיומית של חברת חשמל לטווחי זמן בלתי מוגדרים. על זה אני בעצם דיברתי עכשיו. מעבר לעניין הזה, אני מעלה את סוגיית הארכת הזיכיון. איזה תקופה מדברים על הארכת זיכיון? זה במהות העניין. עניתי שאפשר להאריך זיכיון לזמן קצר. זה נראה לי סביר. לזמן ארוך יש סתירה מוחלטת למדיניות הממשלה, חייבים להתנגד לו. זה מופיע בסעיף גי. והאופציה של חקיקת החוק האופציה המועדפת. לכן עניתי בדיוק על שלוש האופציות. אינו ואנחנו היא מעבר לדברים שאמרה חברת חשמל, ובכוונה לא נקטנו במסמך שאנחנו הגשנו את עמדת חברת חשמל, יש עמדת ממשלה או עמדת משרד האנרגיה. אני אומר שאני מציין ארבעה דברים, שצריכים לראות מול עינינו, שהם דברים שיש להם השלכה האורגנים החשיבות וזה של מדיניות. הדבר הראשון, אי קיום החוק משמעותו שכל אותם שהחוק רוצה להקים, ועיקר שבהם זה נושא של הפי. יו.סי, נעצרים. של הפי.יו.סי. לא בהקמת האורגן, אלא בפונקציה שהוא צריך למלא, הנושא של קבלת האחריות על נושא התעריפים. דיבר על זה פרופסור אליתה קודם. אני חוזר ואומר, יחד עם פקיעת הזיכיון פוקעת נוסחת התעריף. החשיבות וההחלטה שלנו היא שהפי. יו.סי ייקח על עצמו את נושא התעריפים מרגע שהחוק פוקע. אם הפי.יו.סי. לא יוקם, הממשלה צריכה להיות מעורבת בנושא של פקיעת התעריף ומאיזה תקופה. אני שוב אומר, אני לא יודע אנחנו מדברים על שנה או על חמש שנים או על עשר שנים או על שבוע. אם הדבר השני, ועל זה דיברה גם חברת חשמל, והדברים נאמרו במפורש, אני רמזתי על ההשלכות לגבי נושא מדיניות של יצרנים פרטיים. חברת חשמל היום נמצאת במצב של חתימת חוזים עם יצרנים. אני רמזתי פה על יכולת. הוועדה המשותפת כספים וכלכלה 12.2.96 "" - 28 די תיכון:"
2,ש' ברובנדר,"אנחנו עוסקים רק בשאלה הפרוצדורלית איך להתנהג כוועדת כספים, ואת , אותה אופציה הצגנו בוועדת אני אומר מבחינת האופציה שהממשלה מעדיפה, הכלכלה בדיון נפרד, ייעשה כל מאמץ לגמור את הליך החקיקה בזמן הנקוב, כדי שחוק החשמל יצא לדרך. כל אופציה אחרת נראית לנו גרועה. האופציה של הארכת זיכיון לטווח ארוך כממשלה לא מתקבלת על דעתנו, ואופציה של הארכת זיכיון לזמן קצר אנחנו לא מבינים מה המשמעות שלה ומה יצא מתוך התהליך, מכיוון שאף אחד גם לא יכול להגיד לי אם זה יהיה לשבוע, לחודש, לשנה או לחמש שנים. אי בן בסט: היה להביא אותו דבריס לא התכוונתי לומר בסוף דברי שמה שאני מציע אינך מהותי, כי אם הוא אינו מהותי. מיותר בפניכם. אנחנו מציעים דברים מהותיים. מה שרציתי לומר , קל מה הוא, שקל לתקן את הדברים הללו. לא צריך להתעסק בכל סעיפי החוק. יש שני ספציפיים, שבהם צריך לעסוק. מהבחינה הטכנית המשפטית זה לביצוע. השינוי בוודאי הוא שינוי מהותי מהצעת החוק הנוכחית. אחרת טעם ראינו להופיע בפניכם!! לגבי לוח הזמנים, לדעתי, העדיפות הראשונה היא לאמץ את החוק עם התיקונים שהוועדה להפרטת תשתיות מונופיליסטיות מציעה לכם לכלול. זה יפתור את כל הבעיות. די תיכון: תסלח לי, מאיזה כוח אתה מופיע כאן? מכוח הוועדה שהיא איזה גוף ממשלתי שיש לו מעמד בעניין הזה, לאחר שהממשלה קיבלה החלטה והיא מיוצגת בפנינו? אי בן בסט: אני חבר מונופוליסטיות, בוועדה שבה להפרטת חברים עשרה תשתיות עובדים במעמד מנכייל בשירות הציבורי. היא עוסקת בבעיית ההפרטות בכללותה. דוד ברודט מנכ""ל האוצר. ועדת דעתנו חוות השרים לענייני חקיקה שעסקה בנושא פנתה אלינו, וביקשה את בעניין עוד לפני שהתקבלה החלטת הממשלה, ואנחנו הגשנו לה חוות דעת. העמדה שאני מציג היא העמדה שנמצאת באותה חוות דעת, שהוגשה לוועדת השרים לענייני חקיקה עוד לפני החלטת הממשלה."
2,ד' תיכון,"אי בן בסט: רבותיי, הממשלה הפקיעה את הדיון, וניהלה את הדיון, היא אישרה את אשר היא חשבה. אמרתי שאת מה שאני אומר אני אומר כמי שהיה חבר בוועדה הזאת. אני גם חבר הנהלה בכירה של בנק ישראל, ואני אומר את דבריי גם בתוקף תפקידי זה. ההעדפה הראשונה שלנו זה שהחוק. מה שאני מציע לוועדת הכספים של הכנסת לאור העיסוקים שלי בנושא והחברות שלי בוועדה שבה הייתי, הוא בעדיפות ראשונה לאמץ את החוק בתוספת התיקונים שהצגתי בפניכם. אלה אותם תיקונים שוועדת המנכ""לים להפרטת תשתיות מונופוליסטיות הציגה גם בפני ועדת השרים לענייני חקיקה. זאת העדפה ראשונה. לדעתי, אפשר לעשות את זה. אלא מאי, הוועדה המשותפת כספים וכלכלה - 12.2.96 - 29 - אני מבין, שחברי הכנסת טוענים שהזמן שניתן להם להתעמק בכל סעיפי החוק הוא קצר, ושלא יעמדו בלוח הזמנים. אם לא ניתן לעמוד בלוח הזמנים הזה, ההעדפה השניה היא, לטעמי, להאריך את הזיכיון הנוכחי של חברת החשמל בשנה עד שנה וחצי. אני רוצה להבהיר מדוע, להערכתי, לא יהיה בזה כשל מהותי. אפשר להגיד שלא תהיינה בעיות בכלל. אבל מדוע, להערכתי, לא יהיה בזה כשל מהותי. נראה שדווקא ההארכה לפרק זמן קצר היא זאת שתיתן את התשובה, אולי אפילו פחות משנה, אותו זמן שנדרש לכנסת כדי להשלים את עבודתה. ראשית, האחרונות. כפי שכבר אמרו אחרים כאן, היא פעלה במתכונת כזאת בשנים הרי כל הספקים של ציוד וכל נותני האשראי וכו' ידעו שהזיכיון עומד לפוג במרץ 1996, וידעו שעדיין אין דבר אחר במקומו. אז אי-ודאות מהסוג ששוררת ברגע זה היתה גם בשנים האחרונות. כך שאין בכך דבר חדש. מאריכים מצב בלתי רצוי לטעמי, בהחלט בלתי רצוי. הייתי מעדיף אלה היו מסתיימים מזמן, אבל אנחנו מאריכים דבר בלתי רצוי, שממילא קיים. אם לא נאריך את המצב הבלתי רצוי הזה לפרק זמן קצר, אנחנו נימצא בבעיה יותר קשה, כי לעשר שנים אנחנו סוגרים רפורמה. אנחנו שדברים דבר שני שאני רוצה לומר, נכון שבכך יש אי-ודאות. יש אי-ודאות, אי אפשר להתעלם ממנה. אבל כאשר אומרים אי-ודאות, יכולה להיות אי-ודאות קטנה, שחברת החשמל עומדת הרי ממדי אי-הוודאות. ויכולה להיות אי-ודאות גדולה וכו'. כל אותם גופים מולם, ספקים, נותני אשראי וכו' וכו', יודעים על עומדת בפני הכנסת הצעת חוק מסוימת, ועומדות הצעות איך אחרים היו רוצים אותה. טווח ההחלטות הוא ידוע, ואין כאן איזן אי-ודאות אמורפית שאין לה גבולות. להערכתי, טווח אי-הוודאות הזה לא צריך ליצור את אותן בעיות חמורות ששמענו עליהן כאן. לכן זאת ההעדפה השנייה שלי. לשנות מי שטרית: אני מוזר אני רוצה לומר שכל העניין הזה הדברים נאמרו. ואני אחזור בעיניי, מאוד עליהם, רוצה לומר אותם בשמי אני, ולא בשם מישהו אחר. אני לא מבין, יש ממשלה בישראל, שכבר שולטת ארבע שנים. אולי צודק חקה, שאמר, שממשלת הליכוד כבר היתה ערה לעובדה שהזיכיון עומד להיגמר, ואולי לא עשו דבר בעניין הזה. אבל מרגע שממשלת הליכוד אז לא עשתה, ועכשיו נכנסה ממשלה חדשה לישראל, הזמן הרי הלך והתקצר משנה לשנה. לו אני הייתי בחברת חשמל, רואה שהזמן מתקצר משנה לשנה, בשנה הראשונה הייתי צועק, בשנה הייתי מפגין, בשנה השלישית הייתי דופק על השולחנות. אני לא יודע מה עוד הייתי עושה ומעיר את תשומת לבם. הייתי נוקט כל פעולה שנראית לי לגיטימית כדי להביא לכך שבאמת הזיכיון יוארך. אני מוכרח להגיד לכם, אני ואני השנייה יושב בכנסת הזאת ארבע שנים, גם בוועדה הזו, הרבה יותר שנים, ואני אומר לכם, עד שהחוק לא הונח על שולחננו, הסוגיה לא עלתה, לא על ידי חברת חשמל, לא על ידי הממשלה. ייתכן שאתם העליתם את הדברים בפני הממשלה. אני מבקש לדעת בפני מי הועלתה הדרישה הזאת בממשלה. מה היו התשובות שקיבלתם, לפני שלוש שנם, לפני ארבע שנים, לפני שנתיים, לפני שנה. מה אמרו לכם?- לכו, יהיה בסדר. נראה מה יקרה מחר.. אני רוצה לדעת האם הדבר הזה הועלה בפני הממשלה; ויכול להיות שכן. אני מניח שהעליתם את זה. אני מבקש לדעת מה התשובות שקיבלתם. עכשיו אני עובר לממשלה. אני בוודאי תמה על הממשלה הזו. אם הממשלה רואה ויודעת שהזיכיון עומד להיגמר ורוצה להעביר חוק זיכיון, מי הפריע לממשלה את החוק הזה על השולחן לפני שנתיים, לפני שלוש?! אני לא בטוח הזיכיון לעשר שנים תהיה הדבר הנכון לחברת החשמל. ייתכן שאני להניח שהארכת הוועדה המשותפת כספים וכלכלה - 12.2.96 - 30 - שאתם מעלים כולם תומך בהארכת הזיכיון לשלושים שנה. כל אם הנימוקים נכונים לעשר שנים, יכול להיות שהם נכונים גם לשלושים שנה. למה עשר שנים? אבל בואו נדון בחוק הזה בניחותה, נבדוק את הדברים. אני לא מתנגד. יכול להיות שאני אתמוך בהארכת זיכיון לתקופה יותר ארוכה מעשר שנים תוך הכנסה של ייצור פרטי ואולי תוך שינוי מבני בחברת חשמל, שאני תומך בו. בואו נדון בזה לעומק, לא תחת לחץ של חרב על הצוואר: אם עד החמישה במרץ לא תאשרו, אז יתמוטט העולם. לא יתמוטט העולם. הוועדה יכולה להאריך את הזיכיון של חברת חשמל באופן זמני עד לדיון נוסף פה בכנסת הבאה. הקשר שעושים, לצערי הרב, לא אתם, הממשלה, בין הדיון בחוק הזה לבין הפריימריז של מפלגת העבודה, אני מוכרח לומר, הוא עושה לכם, ידידי אוברקוביץ, נזק נוראי לחברת חשמל. כי הרי, אני מקווה, ואני כמעט בטוח, שהממשלה הזאת לא תמשיך לכהן בסיבוב הבא. אם הליכוד יגיע לשלטון, אנחנו לא אויבי חברת חשמל ולא אויבי עובדי חברת חשמל, ואני הייתי רוצה שהדיון בחברת חשמל יהיה ענייני, לגופו של עניין, לא על בסיס של התפקדו למפלגת העבודה איקס אנשים-. זכותו של אדם, אני אומר בפירוש, להיות חבר באיזן מפלגה שהוא רוצה, ועל אף זאת חובתי כאיש ציבור להגן על עבודתו, על מקומו, על של חברת חשמל ושל המדינה. חובתי, ולא משנה מה הבסיסית. אסור שחברה תיהפך לכלי פוליטי של גיוס פוליטי באמצעות העבודה. זה מתאים לימי מפא""י, לשנות החמישים, שאם אין לך פנקס אדום, אתה לא מקבל עבודה. זכותו של אדם להחזיק בכל עמדה פוליטית שהוא רוצה, ובכל זאת זכותו לעבוד בחברת חשמל, אם הוא עונה על תנאי המכרז. האינטרסים , עמדתו אני יודע שבחברת חשמל עובדים גם ממפלגות אחרות. אני מדבר על הגיוס ההמוני שנעשה לטובתה של מפלגת העבודה, ואני חושב שזה עושה לכם נזק. אסור לערבב עבודה עם פוליטיקה, כיוון שהיום המצב הוא כזה, מחר יכול להשתנות, ואני לא בטוח שזה טוב לחברה. אני חושב שצריך להפריד בין השניים לחלוטין. אדוני בייצור המצב את היושב ראש, אני חושב שמה שעלינו מוטלת החובה לעשות, זה להבטיח שלא תתמוטט חברת חשמל ושלא יקרה שום דבר, ושיקבלו את ההלאוות, ושימשיכו את ההשקעות. הרי גם אם לא נעביר את החוק הזה בחמישה למרץ, לא יפסיקו חשמל במדינה. אני בטוח בזה. אבל תפקידנו להבטיח למצוא הנקודות שהעלה פה המנכייל ואמר - תיווצרנה בעיות. אני חושב שיש לנו היכולת למצוא את התשובה לזה בוועדת הכספים, לעשות את הערובות המתאימות, שהמדינה במקרה הזה לוקחת את האחריות על עצמה, כי ככה מתחייב מזמן הזיכיון. אני מציע לדחות את הדיון בחוק הזה לכנסת הבאה, ואולי לשנות אותו. כי אמרתי קודם, יכול להיות שנתמוך בהארכת הזיכיון לשלושים שנה. לדעתי הדיון יהיה ענייני, במנותק ממערכת פוליטית, במנותק מלחצים פוליטים, אפשר יהיה לקבל החלטה שתהיה לטובתה של חברת החשמל, לטובתה של מדינת ישראל. אז"
2,ד' תיכון,"רבותיי, אני הקשבתי במשך שעות רבות, כולל מה עמדת הישיבה הקודמת, ושאלתי את עצמי, עם יבואו נציגי הממשל ונציגי החברה לישיבה הבאה לאור הסיכום שהתקבל על ידי היושב ראש? כשראיתי אותם מתכנסים בתום הישיבה הבנתי, שיוצג כאן מהלך שיהלך עלינו אימים, ויפחידו אותנו שמא אם לא תאריכו, תקבלו את הממשלה, אזי חברת חשמל לפחות תקרוס. אני לא שמעתי את חוות הדעת של מלץ, ולו ברמז, בישיבה הקודמת, ואם היא היתה כל כך חשובה, מן הדין היה צריכים להניח אותה בפנינו, כדי שגם אנחנו נהיה מודעים לחוות הדעת שלו, שהרי אנחנו מעריכים אותך כמבקר המדינה. זו. חוות דעת כבדת שהייתם הוועדה המשותפת כספים וכלכלה 12.2.96 - 31- הזאת משקל, אבל יכולה היתה להינתן גם לפני שנה וגם לפני שנתיים, והיא היתה תקפה באותה מידה. אני חושב שלפחות הייתם צריכים להציג את חוות הדעת בפני ועדת השרים לענייני חקיקה, ואם לא בפני רערת השרים לענייני חקיקה, לפחות בפני הממשלה, לפני שקיבלה בהחלטה חפוזה את ההחלטה להגיש את החוק הזה לאישור מיידי של הכנסת. ואני לא צריך לחזור על כל התהליך המביש שליווה את דיוני הממשלה והכנסת. אני אן 17 מדינת רוצה גם לומר לידידיי מן הוועד, אנחנו מעריכים מאוד את עובדי חברת החשמל, והם ראויים להוקרה בימי סופה וסערה על העבודה שהם מבצעים. אבל כאן לא צריך להעמיד את העניין כאילו 18 אלף עובדי חברת חשמל, כולל הפנסיונרים, אלף, עומדים כנגד חמישה וחצי מיליון אזרחי ישראל, שרוצים תחרות, מר יכין. אסור לעשות את מה שאתה עשית, מר יכין, והיתה לך הופעה, שאל תחזור עליה פעם נוספת, כי לדבר בגנות התחרות היום בוטה כפי שעשית נראה לי תמוה. כי יש אינטרס. אנחנו לא נפגע באמצעות החוק הזה בעובדי חברת החשמל, שיהיה ברור. כי מכאן ועד הפרטה מלאה המרחק רב, וגם אנחנו ערים לקשיים שיש בתהליך הארוך. לכן הולכים כאן על קצות האצבעות. מתקדמים מילימטר ובודקים את עצמנו. בצורה עכשיו לגבי נושא שלא הועלה כאן, לצערי. ממה ששמעתי כאן אני מודאג מכמה רמזים שעוסקים במצב הכספי של החברה. האם ממה שאתם מציגים אפשר להבין שהמצב הכספי של החברה מעורר שאלות ואולי יותר ממשאלות? האם הממשלה יודעת באס היא צריכה לאור תכניות ההשקעה שלכם, הענקיות, 4.5 מיליארד שקלים בשנה? האם קיים חשש, שהממשלה תצטרך להזרים הון עצמי, כדי שהחברה תוכל לתפקד ללא קשר עם הארכת הזיכיון או אי הארכת הזיכיון או שינוי כזה בתנאי הזיכיון? לא שמעתי, ונדמה לי שהיו כאן יותר מרמיזות, שהעידו על מצב כספי שראוי לבדיקה. אני מבקש לקבל תשובה ברורה, כי התשובה חשובה."
3,"ג' גל - היו""ר","הצעה לסדר היום אני פותח את הישיבה חה""כ תיכון. יש לך שאלה"
3,ד' תיכון,"בבקשה N בעיתונות הקיבוצים אינני מבין מה קורה עם ההסדר המשלים של הקיבוצים. אני גם קורא כל מיני ידיעות על הצעת פשרה שלך שנתקבלה. מאחר וכל העניין שקשור בהסדר המשלים, הסדר מספר 2, לא ברור - אני מבקש שתימסר כאן הודעה היכן אנחנו מצויים בנושא הזה ואם ההצעה שאתה מציע לממשלה שלפיה תוקם ועדת שרים, אכן הוצעה על ידך. בתקווה שאתה מבין שעניין הקיבוצים איננו בן יחיד ויש עוד ציבור רחב של אזרחים שהיו לקוחות של הבנקים באותה תקופה והם סן בל רם אולי יותר ונפגעו הרבה יותר מאשר הקיבוצים, האם הוועדה הזאת שאתה ממליץ על הקמתה תטפל גם באנשים אחרים? . אלחנני: יש לי בעיה פרוצדורלית"
3,ד' תיכון,"מה זה משנה? - ' זאת ישיבת הוועדה המשותפת לא ישיבה של ועדת הכספים. היו ""ר ג' גל: אני הבנקאית . מאוד מוטרד מהאווירה הציבורית שנוצרה מסביב למערכת הבנקאית. את המערכת אפשר לאהוב או לא לאהוב, אבל אי אפשר להרוס אותה. אני חושב שה""עליהום"" ההולך ומתפתח כמו כדור שלג יכול לגרום נזקים כבדים מאוד למשק ורציתי לתרום תרומה להפסקת העניין הזה. אני נפגשתי אתמול בבוקר עם אנשי עין שמר בלבד, שאחד מהם הוא במטה הקיבוצים. כידוע את המטה עצמו מובילים שני אנשים שאינם חברי קיבוצים אלא הם ערשים את העבודה בשכר ואילו חברי קיבוצים כאלה ואחרים הם בהנהלת העמותה וברקע. נפגשתי איתם אתמול בחממה בעין שמר בשעה מוקדמת כשהראש עוד צלול, והצעתי להם: ראש י ת, להפסיק את המסע הזה בעיקר בתקופת פריימריס שזו ""תקופת ייחום"", תקופה לא י דרשו גס גם משרים וגם מכל הבוחשים האחרים מהמטה, במי לה הזו - להפסיק עד שיהיה דו""ח פרוקצ'יה. אמרתי להם שכאשר יהיה דו""ח פרוקצ'יה, אני מציע לממשלה למנות ועדת שרים; לפי דעתי ראוי ששר האוצר ושר המשפטים ברקן את הדו""ח הזה. אני מניח שהוא לא יהיה הדו""ח היחיד, אולי גם הבנקים יכינו אי זשהו דו""ח. אם יחשבו שגבו מהקיבוצים שלא כדין - דבר שאני מקווה שאיננו קיים - ודאי שיצטרכו לתקן בהתאם . אבל הנקודה המרכזית בדבריי ובמה שאני חותר היא שירדו מהעניין הזה, לפחות לחודש הקרוב עד שייגמרו הפריימרים. אני חושב שמשחקים באש. נורמלית. השתמשנן"
3,ד' תיכון,אני הצעתי להם שהם מציע לד לגזור גזירה שווה לחוק משק החשמל. שתיים עוד פעם לא קיבלתי הבהר ו ת - האם הצעתך למנות ועדת שרים שתבדוק את העניין התקבלה על-ידי מישהו ?
3,"ג' גל - היו""ר","לא, זו הצעה שהצעתי להם. זו לא הצעה שהצעתי והיתה צריכה להתקבל. בינתיים זה בשלב של הצעה שלי להם. -"
3,ד' תיכון,"מה - מישהו חיכוך. בת נ ר עה שאני מבקש ממך והיה ואם, אזי תזכור שהעניין הזה איננו קניינו הבלעדי של הקיבוצית. מדובר בכל המשק הישראלי, כולל אפילו ד""ר יוסי ורדי ודן הוועדה המשותפת לחוק משק החשמל 19/02/96"
3,"ג' גל - היו""ר","3- אני מציע לדן תיכון להצטרף אלי ולהוריד אותם מסדר היום עד שייגמרו הפריימריס, לשים את זה בצד. זה אסון, זה כדור שלג, צריך לעצור את זה. זה הדבר החשוב ביותר ואחר כך אלוהים גדול. הוועדה המשותפת לחוק משק החשמל 19/02/96"
3,"ג' גל - היו""ר","חוק משק החשמל התשנ""ו-1996 4 אנחנו החשמל רבים, הזה שעות ' ען בר ים לדיון בהצעת חוק משק החשמל. הדיון הזה הוא דיון שלישי בחוק אנחנו שמענו עד כה במשך כשש שעות, אני באופן אישי קיימתי שיחות עם חברים גם מומחים וגם אחרים. עם קצת מאמץ של כולם, לפי דעתי אפשר להעביר את החוק ולם י י ם אותו עוד בכנסת הזאת, ובתנאי שלא נעמיס מילים מיותרות ולא נעשה פה סימפוזיונים אוניברסיטאיים, אולי גם נוותר על השימוש בשקפים. אני חושב שאחרי שש דיון שמע נו כמעט כל מי שהיה לו מה לומר. כפי שאמרתי, באופן אישי קיימתי שש-שבע שיחות כדי ללמוד את מה שלא למדנו כאן ואני חושב שבזמן שיש לנו ניתן לסיים את החוק. אבל החוק כמו שהוא לא יעבור אם מישהו חושב שהחוק כמו שהוא יעבור ך ישקיע מאמץ כדי שאכן כר יהיה אני רוצה לומר שהחוק כמו שהוא לא יעבור משום שהחוק כפי שהוא איננו טוב לציבור, הוא לא טוב למשק והוא לא טוב לעובדים. יש בחוק משום הנצחה של מה שהיה וזה בהחלט לא מתאים למשק של העשור הקרוב. אומרים ך בצדק התרשמתי כד שחברת החשמל היא טובה, אבל היעד שלנו בעשור הקרוב הוא לשפר את רמת ההכנסות של כולם ובעיקר בעיניי, של חמשת העשירונים התחתונים עם הסטת המשק לענפים עתיר > ידע. התייעלות ומצוינות של כל המערכות זה הדבר היחיד שיכול להביא אותנו למשק מתקדם יותר עכש י ך והוא די מתקדם, ולהגיע לאותם היעדים שאנחנו רוצים אותם. הזה - , ממה שהוא . - כמה יש שלושה נושאים שאם אנחנו נתגבר עליהם ברמה העקרונית, אני חושב שלא תהיה לנו בעיה עם כל השאר. נושא ראשון - היצרן הפרטי; למי הוא מספק איך הוא מספק הוא מספק? נושא שני - הר ישו < הרשיונות. הנושא השלישי הרשות לשירותים ציבוריים, מה שנקרא בלעז ה-P.U.C. לי , - אני רוצה להתחיל עם היצרן הפרטי, ואני רוצה להציג מיד עמדה ותתקפו אותה. נדמה שאם נתקוף נושא-נושא, נגיע להסכמות או לאלטרנטיבה אחת או שתיים שעליהן נצביע בסוף ר נוכל להתקדם. עשיתי ציור על הלוח - תוכלו לראות מצד ימין את היצרן הפרטי ואני לא נכנס כרגע לכמה אחוזים זה יכול להיות, זה פחות חשוב בעיניי בשלב הזה. מצד שמאל רואים את הצרכן, את אותו מפעל תעשייתי או כל גורם אחר וביניהם את חברת החשמל . אני רוצה להציע שבחוק יהיה כתוב שהיצרן הפרטי יכול למכור את החשמל ישירות לצרכן הסופי ויכול למכור גם לחברת החשמל - תהיינה לו שתי האופציות."
3,ד' תיכון,אתה מתכוון ל-10% או ל-20%?
3,"ג' גל - היו""ר","אני באחוזים. לא נכנס עכש י ך לאחוזים. אם נסכ י ם על העיקרון, יהיה יותר קל לעסוק על פי החוק, על פי ההצעה שאני מציע, היצרן הפרטי מוכר לצרכן הסופי; הוא יכול למכור גם לחברת החשמל. שתי האופציות קיימות. חברת החשמל נותנת שירותי הולכה, קרי היא מובילה לו את החשמל. חברת החשמל מספקת חשמל במקרה של תקלה; זאת אומרת, אם יש לי צר ן הפרטי תקלה, חברת החשמל מספקת חשמל, מה שנקרא גיבוי. חברת החשמל תזוכה תחו יב עבור ההובלה על פי החלטת ה-P.U.C. זאת אומרת, יכול להיות מצב שהמוביל ישתמש בהובלה ארוכה או בהובלה קצרה ולכן יתכן שהוא יצטרך לשלם לחברת החשמל או הפרטי או לקבל ממנה. •"
3,ח' אילתה,לקבל על מה ?
3,"ג' גל - היו""ר","חברת החשמל תקבל מהיצרן הפרטי עבור הבטחת האמינות או הגיבוי - הרי אם חברת מגבה את היצרן הפרטי, צריך לשלם לה - גם כאן בסכום או במחיר שייקבע על-ידי במילים אחרות, אני רואה פה דגם שבו יש יצרן פרטי שהוא בחזקת מה שאנחנו החשמל ה-P.U.C. הוועדה המשותפת לחוק משק החשמל 19/02/96 5 - קוראים שאפשר בניסויים חקלאי ים ""חלקת ביקורת"", שנותנת שקיפות מקסימלית למערכת כולה, לראות באמת כמה עולה, כאשר היצרן הזה הוא לא פרזיט שחי על-ידי המערכת. הוא נושא בכל אותן ההוצאות שמי שמחזיק ב-80% או ב-90% חייב לתת, כמו רזרבה, כמו קווים ארוכים או קווים קצרים וכיוצא באלה. זו ההצעה שלי לגבי הסעיף שאנחנו קוראים היצרן ואני בהחלט מציע שנשמע את דעותיכם, מה ההערות שלכם לעניין. הפרטי"
3,ד' תיכון,. אני לא הבנתי את עניין המחיר. אתה יכול להסביר באיזה מחיר ישווק החשמל ?
3,"ג' גל - היו""ר","מה ש י י גמר בין היצרן לבין הצרכן, , כאשר ה-P.U.C מודיע לו כמה הוא יצטרך לשלם עבור ההובלה."
3,ד' תיכון,יהיו שני ספקים במחירים שונים?
3,"ג' גל - היו""ר","כן • פלד: אני רוצה לשאול שאלה. אמרת שהיצרן הפרטי ימכור את החשמל שלו גם לצרכנים שהוא י תקשר איתם ישירות וגם לחברת חשמל. האם חברת החשמל תחתום איתו על חוזה התחייבות שה יא תק נה כל חשמל במחיר או שזה יהיה וולונטרי - כשהוא ימכור לי את זה במחיר טוב, אני אקנה את זה?"
3,"ג' גל - היו""ר","יהרה לגורם , - אם חברת החשמל קונה, זה יהיה בדיוק על פי מה שהצעתם בחוק. הרי אתם הצעתם שזה כר כד שכאן אין מקום לשאלה. מה שאני מציע זו תוספת שהוא יוכל למכור גם פרט י . הר, כשאתה שואל מה יקרה אם הוא ימכור לחברת חשמל, כל החוק בנוי על זה. אני לא הולך לשנות את הקטע הזה. אני רוצה תוספת. אחר כך עורכי הדין כבר יכתבו את זה כך או אחרת. רפי פלד אתה שואל שאלה שהיא תמצית החוק שאתם הבאתם לנו. אני מאמץ את מה שאתם הצעתם . פלד: זה כאילו לקחת שני מודלים ולחבר אותם ביחד. זה לא הוגן."
3,ד' תיכון,"אדוני שולחננן ההחלטה "" - ' מנכ""ל חברת החשמל אני רוצה שתדע איך פועלת הכנסת. משעה שהחוק הונח על הכל אפשר < . אנחנו יכולים לעשות בחוק כראות עינינו, והכנסת תצטרך לקבל את הוועדה במליאתה ולאחר מכן הכנסת במליאתה."
3,"ג' גל - היו""ר",את זה רפי פלד יודע.
3,ד' תיכון,הוא לא יודע כי נדמה לו שאנחנו כפופים למתכונת של החוק כפי שהוא עכשיו. פלד : אני בסך-הכל שאלתי שאלה אני יודע כבר הייתי פה אתכם פעמיים. הוועדה המשותפת לחוק משק החשמל 19/02/96
3,"ג' גל - היו""ר","6 - - רפ י פלד זה בסדר. אנחנו נמצאים פה כדי לברר, לענות על כל השאלות. אני חוזר ן מסכם את הנקודה הזאת מה קורה כשיצרן פרטי מוכר לחברת חשמל? אני עוד לא נכנסתי לסע י פ ים אין לי, השגות על זה, אני מניח שלא יהיו השגות. אני רק בא ואומר שאני לחת ליצרן הפרטי אופציה נוספת - למכור את זה לצרכן הסופי כשחברת חשמל עם כל המשמעויות שהרשות תצטרך לקבוע מה משלמים עבור זה. רוצה מובילה, אי שלגי: הנושא של ה-wheeling לדעתנו--"
3,"ג' גל - היו""ר","רבותי < ' , אם אתם רוצים שנגמור את החוק, תעזרו לי . אני יכול גם לחיות אם החוק לא יעבור אבל אני רוצה להעביר אותו. אם אתם תתחילו לדבר ולהפריע, לא יהיה חוק."
